Hato	Lote	Grupo	Ubicación	ID	Referencia	Color	Raza	Sexo/ tipo	Padre	Madre gen.	Madre 	Edad	Estado	Nacimiento	Peso nacim.	Destete	Peso destete	kg/d destete	Fecha ultimo peso	Ultimo peso	kg/d dest/últ	kg/d nac./últ.	Entrada	Origen	Peso entrada	Valor entrada	Salida	Destino	Peso salida	Valor salida	kg ganados	$ ganados	kg/d	$/d	Int. entre partos	No. crías	kg.prom. nacim.	kg dest. (vida)	Valor prom. destete	kg/d al destete /IEP	$/d  al destete	Leche lact. (vida)	Leche 305d (vida)	Leche vida vs.hato	Prot. vida vs.hato	Grasa vida vs.hato	Leche /día/IEP	Prot /día	Grasa /día	Costo /día	P	Ult. parto	1er. celo	Ult. celo	Toro programado	1er ser	# ser	Ult. servicio	Toro últ.serv.	Dias serv	Ult. diag. preñez	Ult. resultado	Preñada del toro	Concepción	Días preñez	No. crías	Destete	kg dest.	$ dest.	Secado	Leche lactan.	Leche 305d	Prot. lac. kg	Prot. 305d  kg	Grasa lact. kg	Grasa 305d kg	Lt  Lact. vs.hato	Prot. lac vs hato	Grasa lac. vs hato	Costo eventos	Prot.% prom	Grasa% prom	Lac.% prom	CSS'000 prom	Fecha últ. leche	Ult. leche	%últ. prot.	%últ. grasa	%últ. lacto.	Ult. CCS '000	Próximo parto 	Nombre	Numero	Registro	Id. Electrónica	Nombre largo	Retiro leche hasta	Retiro carne hasta	Cría (este parto)	AM	PM	TOTAL	Fecha inicio lactoinducción	Comentarios	Mes últ. parto	Mes prox. parto	Estado fertilidad	Estado lactancia	Toro últ. parto	Edad 1er. parto	Peso 1er. parto	Inicio servicio	Ult. TE	Donadora	Ult. aborto	No. abo (vida)	Tercio lactancia	Días al pico	Prod. al pico	Leche acumulada	Leche/día acum.	Leche/ día vida	Conc./ día 	Conc. acumulado	Conc./leche actual	Conc./leche acumulado	Días secos (actual)	Prom. días secos	Kg/día 	kg/día desde entrada	Ult. cond. corporal	Cond. corp.	Abuelo materno	Leche lact. madre	Leche 305d madre	Leche vrs. hato 	kg/dia al destete 	kg/día dest (vida)	Reg. leche	Life high SCC	Curr. high SCC	Mast. vida	Mast. act.	Cojera vida	Cojera act.	Prom part -conc.	Vida serv-concep.	Prog. Novillas	Prog. vacas	Prog. machos
ISLA		PARAI		2143                			HO	He:Rp	82	1074	1074	5a11m	PR/Lac	1/05/2015	35.0	2/05/2015.....1	37.0	2.000	22/09/2016510	413.0	0.739	0.741							500.0		500.0		0.231		470	3	35.0	35.4		0.075		8'085	6'796	119%	100%	100%	17.4			$65	 3	7/04/2020383	20/05/2020.43	3/09/2020.149		13/06/2020.67	5	3/09/2020.149	103	234	4/11/2020.211	Cargada He	103	3/09/2020.149	234	1	8/04/2020.....1	35.2		13/04/2021371	8'263	7'109					114%	100%	100%	$32'000					15/04/2021373	13.5					12/06/2021431	2143	2143		900113000056933				324(He:Rp)						2020/04 (abril)	2021/06 (junio)	PR	Lac	17	2a3m	448	27/03/2021				1	3 >200	84	29.6	8'277	22.2	21.0	0.0	2'560	0.000	0.309		95					58	4'966	4'657	86%			74	0	0	0	0	1	0	186	3.3			
ISLA		JCAL		2149                			HO	He:Rp	85	9187	9187	5a11m	Ser/Lac	16/05/2015	35.0	17/05/2015...1	35.3	0.333	18/11/2017917	81.0	0.050	0.050							500.0		500.0		0.231		393	3	35.0	35.3	$110'000	0.090	$280	4'784	5'074	83%	100%	100%	10.1			$155	 4	15/02/202169	17/04/2021.61	17/04/2021.61		17/04/2021.61	1	17/04/2021.61	127	8						1	16/02/2021...1	35.5	$110'000		6'809	6'809					97%	100%	100%	$80'000					15/04/2021.59	25.4						2149	2149		900113000056935				M-2149-4(Ma:Rp)						2021/02 (febrero)		Ser	Lac	112	2a6m	496	4/02/2022				2	1 0-100	59	25.4	1'289	21.8	15.4	9.0	271	0.354	0.210		75					58	6'056	5'247	89%			68	0	0	1	0	0	0	108	3.0	268		
ISLA		JCAL		2152                			HO	He:Rp	85	4287	4287	5a11m	Nc/Lac	18/05/2015	35.0	19/05/2015...1	35.2	0.211	12/10/2017878	554.0	0.592	0.591							500.0		500.0		0.274		345	4	36.0	36.6	$105'000	0.106	$304	4'850	5'301	96%	100%	100%	12.8			$32	 4	17/08/2020251	16/10/2020.60	16/10/2020.60		16/10/2020.60	1	16/10/2020.60	116	191	16/12/2020121	Cargada He				1	18/08/2020...1	39.4			6'651	6'651					104%	100%	100%	$37'500					15/04/2021241	19.9						2152	2152		900113000056936				396(He:Rp)						2020/08 (agosto)		Nc	Lac	105	2a5m	477	6/08/2021			7/04/2021	1	3 >200	44	26.8	5'454	22.6	18.9	5.0	1'643	0.251	0.301		73					98	6'743	5'711	95%			69	0	0	2	0	0	0	66	1.5	204		
RC		HOR.1		2153                			HO	He:Rp	85	1056	1056	5a11m	PR/Horra	19/05/2015	35.0	20/05/2015...1	35.8	0.833	21/07/2016429	342.0	0.715	0.716							500.0		500.0		0.237		448	3	35.0	35.5	$105'000	0.079	$234	9'730	8'116	142%	100%	100%	21.7			$75	 3	15/11/2019527	16/01/2020.62	4/08/2020.263		16/01/2020.62	6	4/08/2020.263	80	264	7/10/2020.327	Cargada Ma	80	4/08/2020.263	264	1	16/11/2019...1	35.5	$110'000	28/02/2021471	12'556	9'350					150%	100%	100%	$40'156					1/03/2021.472	11.2					13/05/2021545	2153	2153	B	900113000048260				M-2135-3(Ma:Rp)						2019/11 (noviembre)	2021/05 (mayo)	PR	Horra	5	2a3m	456	3/11/2020					3 >200	119	38.1	12'557	26.6	25.2	0.0	3'650	0.000	0.291	74	62					59	6'410	6'119	106%			76	0	0	2	0	0	0	166	3.5			
ISLA		JCAL		2157                			HO	He:Rp	85	1186	1186	5a11m	PR/Lac	21/05/2015	35.0	22/05/2015...1	35.5	0.500	22/09/2016490	390.0	0.725	0.724							500.0		500.0		0.234		504	3	35.0	35.5	$105'000	0.070	$208	8'316	6'855	119%	100%	100%	16.1			$65	 3	7/07/2020292	5/09/2020...60	28/11/2020144		5/09/2020...60	3	28/11/2020144	112	148	10/02/2021218	Cargada He	112	28/11/2020144	148	1	8/07/2020.....1	35.5	$100'000	8/07/2021.366	9'536	8'225					130%	100%	100%	$37'500					15/04/2021282	22.5					6/09/2021.426	2157	2157		900113000056945				M-2157-3(Ma:Rp)						2020/07 (julio)	2021/09 (septiembre)	PR	Lac	105	2a1m	430	26/06/2021				3	3 >200	37	34.6	7'757	27.5	20.8	7.0	2'583	0.311	0.333		98					58	10'602	8'859	146%			73	0	0	2	0	0	0	225	3.5			
RC		R 1		2159                				He:Rp	85	1499	1499	5a11m	Ser/Lac	25/05/2015	35.0	26/05/2015...1	35.4	0.417	12/10/2017871	503.0	0.537	0.537							500.0		500.0		0.234		347	5	43.8	43.9	$103'670	0.127	$299	6'658	7'317	128%	100%	100%	17.6			$78	 4	29/08/2020239	30/09/2020.32	5/04/2021.219		30/10/2020.62	6	5/04/2021.219	80	20	27/01/2021151	Negativo O				1	30/08/2020...1	35.5	$101'010		9'291	9'291					148%	100%	100%	$96'714					15/04/2021229	26.6						2159	2159		900113000056949				M-2159-4(Ma:Rp)						2020/08 (agosto)		Ser	Lac	106	2a4m	476	18/08/2021					3 >200	78	41.2	7'397	32.3	25.1	10.0	2'095	0.376	0.283		61					45	6'792	6'199	120%			71	0	0	0	0	0	0	63	1.0	215; 216		
RC		R 1		2164                			HO	He:Rp	85	1264	1264	5a10m	Palp-/Lac	2/06/2015	35.0	3/06/2015.....1	35.6	0.581	21/07/2016415	386.0	0.846	0.846							500.0		500.0		0.257		411	4	37.8	38.1	$55'114	0.093	$134	7'635	6'463	115%	100%	100%	15.6			$84	 4	10/12/2020136	14/01/2021.35	6/02/2021...58		6/02/2021...58	1	6/02/2021...58	116	78	10/03/2021.90	Negativo				1	11/12/2020...1	46.2			3'989	3'989					94%	100%	100%	$37'500					15/04/2021126	7.3						2164	2164		900113000048240				471(He:Rp)						2020/12 (diciembre)		Palp-	Lac	110	2a1m	428	29/11/2021				1	2 101-200	36	31.7	2'827	22.4	22.8	7.0	1'098	0.959	0.388		76					58	7'396	6'807	112%			74	0	0	0	0	0	0	129	2.3	258; 471		
RC		R 1		2165                				He:Rp	85	1054	1054	5a10m	PR/Lac	4/06/2015	35.0	5/06/2015.....1	35.5	0.483	12/10/2017861	567.0	0.618	0.618							500.0		500.0		0.235		471	3	35.0	35.4	$101'010	0.075	$214	7'227	6'639	115%	100%	100%	16.0			$89	 3	21/05/2020339	13/07/2020.53	25/11/2020188		13/07/2020.53	5	25/11/2020188	102	151	27/01/2021251	Cargada Ma	102	25/11/2020188	151	1	22/05/2020...1	35.5	$101'010	5/07/2021.410	9'712	7'601					121%	100%	100%	$81'500					15/04/2021329	20.6					3/09/2021.470	2165	2165		900113000056940				M-2165-3(Ma:Rp)						2020/05 (mayo)	2021/09 (septiembre)	PR	Lac	101	2a4m	470	10/05/2021			9/09/2020	2	3 >200	132	35.0	8'142	24.7	21.0	7.0	2'643	0.340	0.325		100					58	6'226	6'041	113%			70	0	0	0	0	0	0	183	3.5	49		
ISLA		JCAL		2166                				He:Rp	85	1593	1593	5a10m	Palp-/Lac	7/06/2015	35.0	8/06/2015.....1	35.2	0.231	22/09/2016473	384.0	0.739	0.738							500.0		500.0		0.264		394	3	35.7	36.1	$110'000	0.092	$279	5'694	5'877	105%	100%	100%	12.7			$135	 3	17/10/2020190	8/11/2020...22	26/03/2021160		12/12/2020.56	5	26/03/2021160	116	30	21/04/2021186	Negativo O				1	18/10/2020...1	37.3			6'754	6'754					111%	100%	100%	$131'500					15/04/2021180	19.6						2166	2166		900113000056979				423(He:Rp)						2020/10 (octubre)		Palp-	Lac	105	3a2m	500	6/10/2021			25/03/2021	2	2 101-200	59	30.7	4'510	25.1	20.3	7.0	1'445	0.357	0.320		91					66	4'792	4'792	94%			51	0	0	0	0	1	0	113	3.3	423	2793	
ISLA		JCAL		2173                			HO	He:Rp	82	8075	8075	5a10m	PR/Lac	22/06/2015	35.0	23/06/2015...1	35.4	0.364	30/11/2016527	427.0	0.745	0.744							500.0		500.0		0.275		400	4	35.0	35.7	$110'000	0.089	$275	4'966	5'422	90%	100%	100%	12.0			$60	 4	1/11/2020175	23/01/2021.83	27/02/2021118		23/01/2021.83	2	27/02/2021118	119	57	21/04/2021171	Positivo	119	27/02/2021118	57	1	2/11/2020.....1	35.9			9'209	7'435					114%	100%	100%	$30'000					15/04/2021165	25.3					6/12/2021.400	2173	2173		900113000056901				G2303(He:Rp)						2020/11 (noviembre)	2021/12 (diciembre)	PR	Lac	1	2a0m	415	21/10/2021					2 101-200	75	31.6	4'219	25.6	17.4	9.0	1'251	0.356	0.296		88					49	8'016	7'019	134%			70	0	0	1	0	0	0	117	2.2			
ISLA		JCAL		2175                				He:Rp	85	7151	7151	5a9m	PR/Lac	27/06/2015	35.0	28/06/2015...1	35.0		30/11/2016522	390.0	0.681	0.680							500.0		500.0		0.238		430	3	37.3	37.9	$55'205	0.088	$128	7'100	6'971	115%	100%	100%	14.4			$152	 3	1/11/2020175	26/12/2020.55	22/03/2021141		26/12/2020.55	4	22/03/2021141	116	34	21/04/2021171	Positivo	116	22/03/2021141	34	1	2/11/2020.....1	42.2	$410		10'307	7'917					117%	100%	100%	$127'500					15/04/2021165	28.2					29/12/2021423	2175	2175		900113000056898				437(He:Rp)						2020/11 (noviembre)	2021/12 (diciembre)	PR	Lac	105	2a11m	500	21/10/2021			22/03/2021	2	2 101-200	75	32.2	4'332	26.3	21.4	9.0	1'401	0.319	0.323		84					45	4'975	4'809	85%			55	0	0	1	0	0	0	151	3.0	190		
RC		R 1		2176                				He:Rp	66	1731	1731	5a10m	Ser/Lac	24/06/2015	35.0	25/06/2015...1	35.7	0.667	12/10/2017841	612.0	0.686	0.686							500.0		500.0		0.237		435	3	35.0	35.4	$3'770	0.081	$9	9'126	7'871	136%	100%	100%	17.2			$176	 3	20/10/2020187	26/12/2020.67	5/04/2021.167		26/12/2020.67	4	5/04/2021.167	102	20	10/03/2021141	Positivo	110	30/01/2021102	85	1	21/10/2020...1				8'550	8'550					137%	100%	100%	$81'500					15/04/2021177	26.3						2176	2176		900113000056925				M-2176-3(He:Rp)						2020/10 (octubre)		Ser	Lac	26	2a9m	500	9/10/2021				1	2 101-200	41	37.5	5'472	30.9	24.5	9.0	1'701	0.342	0.311		66					70	6'117	5'746	104%			63	0	0	1	0	0	0	150	3.5			
RC		R 3		2183                				He:Rp	83	1228	1228	5a9m	Nc/Lac	1/07/2015	35.0	2/07/2015.....1	38.5	3.500	3/11/2017.856	573.0	0.625	0.629							500.0		500.0		0.247		414	4	35.0	34.9	$110'000	0.084	$266	6'534	6'883	115%	100%	100%	12.2			$19	 4	6/04/202119					0									1	7/04/2021.....1				9'223	9'223					145%	100%	100%						15/04/2021...9	29.6						2183	2183		900113000056934				M-2183-4(Ma:Rp)						2021/04 (abril)		Nc	Lac	112	2a4m	467	26/03/2022				2	1 0-100	9	29.6	0	0.0	19.2	10.0	90	0.338			76					62	5'824	5'725	105%			68	1	0	1	0	0	0	132	2.0			
RC		R 1		2186                			HO	He:Rp	85	1067	1067	5a9m	PR/Lac	19/07/2015	35.0	20/07/2015...1	35.2	0.154	30/11/2016500	414.0	0.759	0.758							500.0		500.0		0.291		458	2	35.0	34.8		0.076		6'550	5'281	92%	100%	100%	13.3			$94	 3	26/06/2020303	20/08/2020.55	3/10/2020...99		20/08/2020.55	2	3/10/2020...99	116	204	2/12/2020.159	Cargada Ma	116	3/10/2020...99	204		27/06/2020...1			13/05/2021321	5'424	5'236					83%	100%	100%	$37'500					15/04/2021293	11.2					12/07/2021381	2186	2186		900113000056873										2020/06 (junio)	2021/07 (julio)	PR	Lac		2a2m	440	15/06/2021				1	3 >200	96	21.7	5'125	17.5	16.7	1.0	1'309	0.089	0.255		98					98	9'166	7'047	121%			71	1	0	0	0	0	0	172	2.8		2645	
ISLA		JCAL		2189                			HO	He:Rp	88	1571	1571	5a8m	Nc/Lac	31/07/2015	35.0	1/08/2015.....1	35.1	0.143	30/11/2016488	421.0	0.792	0.791							500.0		500.0		0.251		433	2	35.0					4'725	4'586	80%	100%	100%	8.5			$81	 4	9/04/202116					0										10/04/2021...1				4'727	4'727					74%	100%	100%						15/04/2021...6	14.5						2189	2189		900113000056923										2021/04 (abril)		Nc	Lac	103	2a1m	426	29/03/2022					1 0-100	6	14.5	0	0.0	15.1	5.0	30	0.345			121						6'531	6'351	113%			62	0	0	3	0	0	0	174	3.5			
RC		R 3		2191                			HO	He:Rp	82	071	071	5a9m	PR/Lac	20/07/2015	35.0	21/07/2015...1	35.4	0.440	30/11/2016499	452.0	0.836	0.836							500.0		500.0		0.240		386	3	35.0	35.3	$100'000	0.091	$259	5'182	5'434	89%	100%	100%	12.6			$104	 4	24/10/2020183	26/12/2020.63	30/01/2021.98		26/12/2020.63	2	30/01/2021.98	118	85	7/04/2021.165	Cargada He	118	30/01/2021.98	85	1	25/10/2020...1	35.5	$100'000	9/09/2021.320	7'004	6'704					100%	100%	100%	$30'000					15/04/2021173	23.4					8/11/2021.380	2191	2191		900113000056892				M-2191-4(Ma:Rp)						2020/10 (octubre)	2021/11 (noviembre)	PR	Lac	105	2a0m	415	13/10/2021					2 101-200	52	25.2	3'886	22.5	17.1	7.0	885	0.299	0.228		67					DEX	8'195	6'970	115%			71	0	0	0	0	0	0	110	2.4	236	2788	
RC		R 3		2200                			HO	He:Rp	83	7085	7085	5a7m	PR/Lac	28/08/2015	35.0	29/08/2015...1	35.4	0.436	30/11/2016460	386.0	0.764	0.763							500.0		500.0		0.245		431	3	35.0	35.4	$70'314	0.082	$163	3'753	4'527	83%	100%	100%	9.9			$36	 3	1/08/2020267	3/10/2020...63	6/02/2021.189		3/10/2020...63	4	6/02/2021.189	118	78	7/04/2021.249	Cargada He	118	6/02/2021.189	78	1	2/08/2020.....1	35.5	$100'000	16/09/2021411	7'526	6'073					97%	100%	100%	$39'000					15/04/2021257	15.8					15/11/2021471	2200	2200		900113000056951				H-2200-3(He:Rp)						2020/08 (agosto)	2021/11 (noviembre)	PR	Lac	1	2a8m	500	21/07/2021				1	3 >200	45	26.7	5'362	20.9	16.2	5.0	1'607	0.316	0.300		144					10	5'969	5'595	106%			51	0	0	1	0	1	0	153	2.5			
RC		R 1		2201                			HO	He:Rp	83	4138	4138	5a7m	Ser/Lac	29/08/2015	35.0	30/08/2015...1	35.4	0.447	1/03/2017.550	445.0	0.746	0.745							500.0		500.0		0.243		386	3	35.0	35.5	$110'000	0.092	$285	5'081	5'494	94%	100%	100%	11.4			$110	 4	28/01/202187	20/03/2021.51	13/04/2021.75		20/03/2021.51	2	13/04/2021.75	116	12						1	29/01/2021...1	35.5			7'135	7'135					119%	100%	100%	$82'500					15/04/2021.77	25.2						2201	2201		900113000056895				M-2201-4(Ma:Rp)						2021/01 (enero)		Ser	Lac	102	2a2m	446	17/01/2022					1 0-100	46	31.4	2'083	27.0	17.3	10.0	490	0.397	0.235		77					98	6'597	5'890	99%			67	0	0	0	0	0	0	104	2.0			
ISLA		HO.JU		2203                	ISLA		HO	He:Rp	85	4226	4226	5a7m	PR/Horra	5/09/2015	35.0	6/09/2015.....1	35.2	0.161	1/03/2017.543	430.0	0.728	0.727							500.0		500.0		0.337		407	3	35.0	35.7	$110'000	0.088	$270	7'068	6'419	112%	100%	100%	17.4			$66	 3	27/11/2019515	25/01/2020.59	8/08/2020.255		25/01/2020.59	4	8/08/2020.255	104	260	7/10/2020.315	Cargada	104	8/08/2020.255	260	1	28/11/2019...1	35.9		31/01/2021431	9'685	7'870					121%	100%	100%	$44'056					31/01/2021431	9.6					17/05/2021537	2203	2203		900113000056896				255(He:Rp)						2019/11 (noviembre)	2021/05 (mayo)	PR	Horra	20	2a4m	465	15/11/2020			15/07/2020	2	3 >200	49	34.9	9'687	22.5	20.4	0.0	2'882	0.000	0.298	106	61					98	6'114	5'574	92%			67	0	0	0	0	0	0	138	2.0	255		
ISLA		HO.JU		2204                			HO	He:Rp	85	1429	1429	5a7m	PR/Horra	10/09/2015	35.0	11/09/2015...1	35.3	0.346	1/03/2017.538	444.0	0.761	0.760							500.0		500.0		0.331		397	3	35.0	35.3	$105'000	0.089	$264	4'840	4'699	83%	100%	100%	12.2			$76	 3	10/01/2020471	7/03/2020...57	4/07/2020.176		7/03/2020...57	3	4/07/2020.176	112	295	9/09/2020.243	Cargada Ma	112	4/07/2020.176	295	1	11/01/2020...1	35.5	$100'000	15/12/2020340	4'762	4'378					70%	100%	100%	$57'900					15/12/2020340	8.7					12/04/2021458	2204	2204		900113000056865				M-2204-3(Ma:Rp)						2020/01 (enero)	2021/04 (abril)	PR	Horra	17	2a3m	461	29/12/2020					3 >200	34	21.0	4'763	14.0	15.4	0.0	1'066	0.000	0.224	118	81					62	4'477	4'238	78%			64	0	0	0	0	1	1	120	1.5	75		
ISLA		JCAL		2210                			HO	He:Rp	88	1752	1752	5a7m	PR/Lac	22/09/2015	35.0	23/09/2015...1	35.1	0.143	1/03/2017.526	393.0	0.682	0.681							500.0		500.0		0.280		477	3	35.0	35.5	$110'000	0.074	$231	8'025	7'192	121%	100%	100%	13.4			$16	 3	7/01/2021108	20/03/2021.72	20/03/2021.72		20/03/2021.72	1	20/03/2021.72	119	36	21/04/2021104	Positivo	119	20/03/2021.72	36	1	8/01/2021.....1	35.5			10'731	9'533					144%	100%	100%	$15'000					15/04/2021.98	34.8					27/12/2021354	2210	2210		900113000056972				M-2210-3(Ma:Rp)						2021/01 (enero)	2021/12 (diciembre)	PR	Lac	1	2a4m	464	27/12/2021					2 101-200	67	35.7	3'181	32.5	19.6	10.0	955	0.287	0.300		97					71	4'422	4'107	123%			63	0	0	0	0	0	0	189	3.3			
ISLA		HO.JU		2220                				He:Rp	85	1618	1618	5a6m	PR/Horra	7/10/2015	35.0	8/10/2015.....1	35.4	0.413	1/03/2017.511	431.0	0.776	0.775							500.0		500.0		0.254		405	3	35.0	35.1	$50'495	0.087	$125	5'482	5'354	93%	100%	100%	13.5			$34	 3	18/04/2020372	27/06/2020.70	1/08/2020.105		27/06/2020.70	2	1/08/2020.105	112	267	30/09/2020165	Cargada	112	1/08/2020.105	267	1	19/04/2020...1	35.5	$100'000	28/02/2021316	6'035	5'884					93%	100%	100%	$20'000					1/03/2021.317	11.0					10/05/2021387	2220	2220		900113000056905				M-2220-3(Ma:Rp)						2020/04 (abril)	2021/05 (mayo)	PR	Horra	29	2a3m	449	7/04/2021					3 >200	42	27.3	6'035	19.0	17.3	0.0	1'852	0.000	0.307	71	89					68	8'038	6'614	114%			62	0	0	0	0	0	0	126	2.0			
ISLA		HO.JU		2226                				He:Rp	85	1242	1242	5a6m	PR/Horra	14/10/2015	35.0	15/10/2015...1	35.5	0.482	12/05/2017576	429.0	0.684	0.684							500.0		500.0		0.254		372	3	35.0	35.5	$110'000	0.095	$296	7'055	7'048	124%	100%	100%	19.0			$89	 3	8/06/2020321	19/07/2020.41	8/08/2020...61		8/08/2020...61	1	8/08/2020...61	104	260	7/10/2020.121	Cargada Ma	104	8/08/2020...61	260	1	9/06/2020.....1	35.5		15/03/2021280	8'045	8'045					134%	100%	100%	$37'900					15/03/2021280	16.4					17/05/2021343	2226	2226		900113000082722				G1091(He:Rp)						2020/06 (junio)	2021/05 (mayo)	PR	Horra	17	2a6m	498	28/05/2021					3 >200	81	43.2	8'045	28.7	24.0	0.0	2'338	0.000	0.291	63	78					58	9'408	8'268	132%			58	0	0	0	0	1	0	78	1.8			
ISLA		JCAL		2230                	ISLA		HO	He:Rp	85	1633	1633	5a6m	PR/Lac	24/10/2015	35.0	25/10/2015...1	35.3	0.348	1/03/2017.494	412.0	0.764	0.763							500.0		500.0		0.292		482	3	35.0					5'791	5'478	93%	100%	100%	11.1			$88	 3	16/10/2020191	12/12/2020.57	23/03/2021158		12/12/2020.57	4	23/03/2021158	116	33	21/04/2021187	Positivo	116	23/03/2021158	33	1	17/10/2020...1				8'981	6'916					110%	100%	100%	$105'000					15/04/2021181	21.1					30/12/2021440	2230	2230		900113000056915				H-2230-3(He:Rp)						2020/10 (octubre)	2021/12 (diciembre)	PR	Lac	105	2a2m	442	5/10/2021					2 101-200	60	30.3	4'518	25.0	16.4	7.0	1'366	0.332	0.302		102					54	5'309	5'154	93%			64	0	0	0	0	1	0	194	3.8			
RC		HOR.1		2231                			HO	He:Rp	84	8140	8140	5a5m	Ca/Horra	26/10/2015	35.0	27/10/2015...1	35.3	0.341	12/05/2017564	368.0	0.591	0.590							500.0		500.0		0.390		390	2	35.0	35.4	$110'000	0.091	$282	7'391	5'358	103%	100%	100%	11.3			$71	 2	29/07/2019636	6/09/2019...39	5/01/2021.526		5/10/2019...68	9	17/07/2020354	80	282	19/08/2020387	Negativo				1	30/07/2019...1	35.2		15/02/2021567	9'903	5'837					110%	100%	100%	$64'475					15/02/2021567	9.9						2231	2231		900113000056897				194(He:Rp)						2019/07 (julio)		Ca	Horra	8	2a8m	500	17/07/2020			30/05/2020	1	3 >200	123	22.5	9'903	17.5	17.0	0.0	2'681	0.000	0.271		89						4'153	4'084	72%			56	0	0	0	0	0	0	111	3.5	194		
ISLA		JCAL		2232                			HO	He:Rp	85	1625	1625	5a5m	PR/Lac	29/10/2015	35.0	30/10/2015...1	35.5	0.488	1/03/2017.489	428.0	0.804	0.804							500.0		500.0		0.253		452	3	35.0	35.5	$105'000	0.079	$232	6'275	6'392	109%	100%	100%	14.6			$179	 3	22/07/2020277	30/08/2020.39	28/12/2020159		19/09/2020.59	4	28/12/2020159	103	118	24/02/2021217	Cargada He	103	28/12/2020159	118	1	23/07/2020...1	35.5	$100'000	7/08/2021.381	9'746	8'083					128%	100%	100%	$79'000					15/04/2021267	23.9					6/10/2021.441	2232	2232		900113000056831				M-2232-3(Ma:Rp)						2020/07 (julio)	2021/10 (octubre)	PR	Lac	1	2a2m	442	11/07/2021					3 >200	236	32.2	7'236	27.1	20.4	9.0	2'285	0.377	0.316		106					68	6'030	5'064	108%			63	0	0	0	0	0	0	175	4.0		2676	
ISLA		PARAI		2236                				He:Rp	85	8085	8085	5a5m	PR/Lac	5/11/2015	35.0	6/11/2015.....1	35.2	0.176	12/05/2017554	384.0	0.631	0.630							500.0		500.0		0.253		471	3	35.0	35.2		0.075		4'704	4'874	84%	100%	100%	11.4			$92	 3	13/04/2020377	13/06/2020.61	23/01/2021285		13/06/2020.61	8	23/01/2021285	113	92	7/04/2021.359	Cargada He	113	23/01/2021285	92	1	14/04/2020...1	35.2		2/09/2021.507	8'035	5'880					92%	100%	100%	$60'000					15/04/2021367	11.0					1/11/2021.567	2236	2236		900113000056956				331(He:Rp)						2020/04 (abril)	2021/11 (noviembre)	PR	Lac	17	2a1m	423	2/04/2021			30/12/2020	2	3 >200	137	24.8	6'658	18.1	15.5	1.0	1'826	0.091	0.274		88					49	6'022	5'822	102%			59	0	0	1	0	0	0	194	4.0	124; 331		
ISLA		PARAI		2237                				He:Rp	89	1796	1796	5a5m	Palp-/Lac	5/11/2015	35.0	6/11/2015.....1	35.4	0.412	1/03/2017.482	467.0	0.897	0.896							500.0		500.0		0.340		374	3	35.0	35.5	$105'000	0.095	$281	5'629	6'225	106%	100%	100%	14.0			$65	 3	1/02/2020449	4/04/2020...63	20/03/2021413		4/04/2020...63	9	20/03/2021413	109	36	21/04/2021445	Negativo  				1	2/02/2020.....1	35.5	$100'000		9'311	7'570					115%	100%	100%	$48'000					15/04/2021439	9.4						2237	2237		900113000056962				M-2237-3(Ma:Rp)						2020/02 (febrero)		Palp-	Lac	20	2a2m	436	20/01/2021			10/02/2021	3	3 >200	41	31.6	9'321	21.2	19.5	0.0	2'866	0.000	0.307		67					72	5'847	5'305	102%			70	0	0	0	0	0	0	99	1.7			
ISLA		PARAI		2239                			HO	He:Rp	88	1100	1100	5a5m	PR/Lac	10/11/2015	35.0	11/11/2015...1	35.6	0.552	1/03/2017.477	420.0	0.808	0.807							500.0		500.0		0.254		438	3	35.0	34.8	$100'000	0.080	$228	7'228	6'660	115%	100%	100%	17.3			$115	 3	20/04/2020370	12/05/2020.22	24/10/2020187		27/06/2020.68	5	24/10/2020187	103	183	13/01/2021268	Cargada Ma	103	24/10/2020187	183	1	21/04/2020...1	35.5	$100'000	3/06/2021.409	9'193	7'119					116%	100%	100%	$32'000					15/04/2021360	19.4					2/08/2021.469	2239	2239		900113000056938				M-2239-3(Ma:Rp)						2020/04 (abril)	2021/08 (agosto)	PR	Lac	17	2a1m	424	9/04/2021					3 >200	148	28.9	8'286	23.0	21.0	5.0	2'594	0.258	0.313		61					53	6'986	6'536	107%			71	0	0	0	0	0	0	162	3.3	110	2668	
RC		R 1		2246                			HO	He:Rp	88	1825	1825	5a5m	PR/Lac	16/11/2015	35.0	17/11/2015...1	35.5	0.522	1/03/2017.471	440.0	0.861	0.860							500.0		500.0		0.313		405	3	35.0	35.5	$105'505	0.088	$261	6'759	6'625	117%	100%	100%	17.7			$142	 3	11/06/2020318	12/07/2020.31	9/10/2020.120		8/08/2020...58	4	9/10/2020.120	102	198	16/12/2020188	Cargada Ma	102	9/10/2020.120	198	1	12/06/2020...1	35.5	$101'010	19/05/2021342	8'597	7'926					126%	100%	100%	$106'500					15/04/2021308	17.9					18/07/2021402	2246	2246		900113000056913				M-2246-3(Ma:Rp)						2020/06 (junio)	2021/07 (julio)	PR	Lac	101	2a4m	463	31/05/2021				1	3 >200	111	33.7	8'015	26.0	21.6	5.0	2'509	0.279	0.313		62					74	9'193	5'970	105%			65	0	0	0	0	0	0	121	3.0	105		
